image_name,mean,max,min
img_4664,1097.4,1741,708
img_4665,1132.2,2367,590
img_4666,997.9,1342,793
img_4667,1040.4,1319,743
img_4668,914.2,1214,677
img_4669,1536.1,2677,976
img_4670,1279.8,1879,863
img_4671,1284.3,2955,751
img_4672,1354.1,2196,903
img_4673,986.8,1880,679
img_4674,1721.6,4599,1047
img_4675,1120.8,1859,743
img_4676,2452.4,8965,869
img_4677,927.4,1197,598
img_4678,1102.9,1383,787
img_4679,1116.6,1447,871
img_4680,1021.3,1878,671
img_4681,1039.9,1621,671
img_4682,1240.1,3014,680
img_4683,1185.4,2350,677
img_4684,1407.3,3120,751
img_4685,964.1,1638,549
img_4686,1316.9,3840,845
img_4687,927.3,1063,711
img_4688,935.5,1273,661
img_4689,1260.0,1885,952
img_4690,1526.3,2349,1015
img_4691,1028.9,2335,526
img_4692,1470.6,3183,918
img_4693,981.9,1493,472
img_4694,1491.5,4630,742
img_4695,1548.7,3877,871
img_4696,1341.2,2363,799
img_4697,1167.8,2046,662
img_4698,1075.9,2574,702
img_4699,1454.8,1886,1098
img_4700,1128.3,1422,917
img_4701,1060.2,1440,791
img_4702,1054.9,1330,733
img_4703,1288.8,2350,613
img_4704,972.6,1269,709
img_4705,1117.2,1567,719
img_4706,985.1,1840,686
img_4707,1005.2,1360,774
img_4708,1399.4,3305,879
img_4709,1288.6,3763,662
img_4710,1134.4,1919,711
img_4711,1096.8,1572,798
img_4712,1195.7,1823,695
img_4713,1340.5,2286,831
img_4714,903.1,1193,661
img_4715,1183.2,1814,915
img_4716,1208.7,3292,713
img_4717,967.4,1498,734
img_4718,1245.8,1874,790
img_4719,958.1,1319,790
img_4720,989.3,1239,764
img_4721,1159.0,3153,686
img_4722,1221.4,1879,837
img_4723,1006.0,1558,645
img_4724,1075.1,1677,846
img_4725,1369.9,3030,783
img_4726,1004.2,1494,621
img_4727,1256.7,4812,638
img_4728,1662.3,2752,718
img_4729,1152.5,2456,751
img_4730,1345.2,2656,895
img_4731,1266.9,2082,741
img_4732,1200.6,2110,719
img_4733,1085.5,1863,752
img_4734,1096.0,1818,671
img_4735,983.7,1501,615
img_4736,1245.6,1667,943
img_4737,1038.5,1703,672
img_4738,925.5,1221,566
img_4739,964.2,1302,711
img_4740,1093.1,1559,790
img_4741,1401.3,3671,743
img_4742,1085.6,1632,870
img_4743,1585.1,5264,843
img_4744,1121.7,2070,710
img_4745,1258.6,2450,872
img_4746,1564.0,3784,1135
img_4747,1055.4,1670,487
img_4748,994.6,1550,694
img_4749,1379.3,2569,877
img_4750,1206.9,1766,887
img_4751,1067.5,1946,694
img_4752,1051.6,1396,778
img_4753,1355.7,2223,766
img_4754,1050.5,1269,854
img_4755,933.4,1285,639
img_4756,1310.2,1990,870
img_4757,1332.1,2617,927
img_4758,1869.1,4887,764
img_4759,1320.0,2088,695
img_4760,1116.8,2088,678
img_4761,1195.2,1639,982
img_4762,1072.1,1726,767
img_4763,1559.4,3084,926
img_4764,1750.8,3773,757
img_4765,935.9,1421,604
img_4766,1629.8,5071,969
img_4767,1044.0,1158,855
img_4768,1081.9,2130,780
img_4769,1088.8,1343,814
img_4770,1630.6,5000,782
img_4771,1069.9,1798,820
img_4772,1043.4,1564,704
img_4773,1449.5,3392,917
img_4774,1336.3,2575,726
img_4775,1529.8,2350,1031
img_4776,903.1,1138,597
img_4777,889.3,1199,760
img_4778,1272.6,1841,1023
img_4779,1112.4,1358,735
img_4780,930.2,2579,559
img_4781,999.2,1940,775
img_4782,2101.6,4567,751
img_4783,1311.0,1623,879
img_4784,1290.2,1863,792
img_4785,1220.4,2094,772
img_4786,1035.5,1271,767
img_4787,1445.8,1991,1071
img_4788,1294.6,1583,910
img_4789,1118.8,1823,813
img_4790,1383.8,2691,502
img_4791,1146.9,1753,816
img_4792,1157.3,1687,892
img_4793,1023.0,1599,669
img_4794,933.4,1375,751
img_4795,985.8,1551,574
img_4796,911.6,1478,614
img_4797,1774.7,3600,919
img_4798,1104.6,1342,799
img_4799,1411.5,4598,886
img_4800,1582.3,3720,1022
img_4801,2054.7,5701,999
img_4802,1170.8,2288,620
img_4803,1163.6,2816,806
img_4804,1307.0,3822,847
img_4805,1649.7,8086,841
img_4806,1382.1,3769,631
img_4807,1037.0,1373,695
img_4808,810.2,1066,486
img_4809,1429.5,3672,735
img_4810,1221.4,2755,799
img_4811,1138.6,2127,733
img_4812,1445.8,2871,967
img_4813,1821.0,3560,1160
img_4814,2124.9,8169,781
img_4815,1154.3,1653,855
img_4816,1023.5,1319,811
img_4817,1148.6,2158,744
img_4818,1078.8,1926,631
img_4819,1131.0,2191,691
img_4820,3200.3,21664,850
img_4821,1218.0,2135,767
img_4822,1173.3,2550,782
img_4823,1238.0,1558,983
img_4824,1028.2,1389,726
img_4825,955.6,1378,752
img_4826,1012.6,1742,790
img_4827,1118.5,2752,743
img_4828,898.2,1082,623
img_4829,1041.6,1253,869
img_4830,1575.6,2940,790
img_4831,1161.3,1972,734
img_4832,1038.8,1515,615
img_4833,889.1,1297,655
img_4834,1036.6,1936,664
img_4835,1082.7,2437,751
img_4836,1375.0,3383,727
img_4837,1479.3,2294,1082
img_4838,1255.5,2566,759
img_4839,1159.5,2094,708
img_4840,962.1,1455,692
img_4841,984.7,1389,763
img_4842,1982.5,4671,615
img_4843,1239.1,2500,671
img_4844,1154.8,1875,654
img_4845,1159.3,2347,833
img_4846,1331.4,2015,943
img_4847,1103.1,2290,574
img_4848,1008.2,1719,678
img_4849,1330.8,2256,943
img_4850,1281.2,2518,783
img_4851,919.8,1206,512
img_4852,1294.4,1643,959
img_4853,1212.4,1791,711
img_4854,1062.0,1727,719
img_4855,2239.6,8496,886
img_4856,995.3,1654,733
img_4857,1119.2,2351,679
img_4858,1646.3,4464,702
img_4859,926.5,1167,639
img_4860,890.0,1403,614
img_4861,1076.5,2510,614
img_4862,1261.0,3207,894
img_4863,1228.2,2701,645
img_4864,991.7,1230,796
img_4865,1223.6,2102,743
img_4866,1123.7,2441,629
img_4867,1278.9,2808,847
img_4868,1063.6,1789,728
img_4869,1025.7,1391,775
img_4870,1249.6,2823,851
img_4871,1283.7,3143,717
img_4872,1100.3,1920,663
img_4873,2590.6,5221,823
img_4874,833.9,1097,529
img_4875,1018.2,1273,822
img_4876,1135.3,1816,686
img_4877,1253.0,1766,933
img_4878,1228.2,1887,983
img_4879,895.2,1133,647
img_4880,950.8,1250,710
img_4881,1120.8,2263,718
img_4882,1187.4,1525,891
img_4883,1141.2,1406,740
img_4884,1199.0,3687,643
img_4885,963.0,1422,614
img_4886,1486.3,3290,687
img_4887,1396.6,1949,935
img_4888,858.1,1046,670
img_4889,1324.8,2392,654
img_4890,1187.3,2143,839
img_4891,1268.3,3457,679
img_4892,1150.8,2046,519
img_4893,868.0,1070,767
img_4894,1678.2,6439,511
img_4895,984.3,1407,740
img_4896,1146.5,2256,750
img_4897,1111.7,2302,542
img_4898,1084.1,2078,854
img_4899,1354.1,3371,847
img_4900,984.9,1639,695
img_4901,1578.3,2294,886
img_4902,1189.8,2058,757
img_4903,1516.0,2366,1014
img_4904,1021.1,1319,759
img_4905,1372.0,3020,852
img_4906,1462.3,4247,862
img_4907,1147.9,3136,766
img_4908,1195.0,2094,815
img_4909,1120.5,2570,672
img_4910,1334.7,2039,665
img_4911,1865.7,3072,815
img_4912,1106.2,1612,916
img_4913,959.9,1294,738
img_4914,1151.6,2135,719
img_4915,1063.3,3181,693
img_4916,1215.4,2120,814
img_4917,1341.0,3809,614
img_4918,2773.0,15311,789
img_4919,1269.3,1777,831
img_4920,1680.6,8192,695
img_4921,971.3,2438,665
img_4922,1265.7,2158,807
img_4923,1279.4,2021,871
img_4924,1485.8,6591,710
img_4925,1224.5,1878,654
img_4926,1056.1,1711,636
img_4927,973.7,1406,541
img_4928,1234.9,2852,654
img_4929,1389.3,2639,1022
img_4930,1306.2,2087,847
img_4931,1274.6,1686,958
img_4932,1221.8,1862,871
img_4933,923.1,1203,776
img_4934,1075.8,1951,712
img_4935,1413.6,3472,847
img_4936,1356.9,2631,735
img_4937,1128.0,1758,655
img_4938,1163.2,1992,614
img_4939,1215.3,3704,699
img_4940,1045.8,2007,726
img_4941,992.8,1422,767
img_4942,934.4,1110,712
img_4943,972.0,1525,767
img_4944,999.9,1567,806
img_4945,1167.9,2138,869
img_4946,1122.0,1605,838
img_4947,1471.8,2605,839
img_4948,1041.4,1870,702
img_4949,1384.3,4094,654
img_4950,1291.3,3705,718
img_4951,956.2,1421,671
img_4952,954.0,1296,693
img_4953,931.2,1311,166
img_4954,1263.6,2460,831
img_4955,1000.2,2166,678
img_4956,1546.8,3181,969
img_4957,1647.9,2966,1015
img_4958,1027.4,1975,167
img_4959,956.8,1168,719
img_4960,1023.9,1886,542
img_4961,1276.9,1975,822
img_4962,1220.2,1813,583
img_4963,1411.2,4176,590
img_4964,1188.6,2304,702
img_4965,1098.2,2230,577
img_4966,993.2,1911,711
img_4967,1075.7,1608,847
img_4968,1013.2,2055,757
img_4969,974.3,2246,638
img_4970,1057.6,1470,631
img_4971,1450.0,2719,821
img_4972,1069.9,1991,607
img_4973,934.5,1477,583
img_4974,1047.8,2102,709
img_4975,1517.0,3671,726
img_4976,1510.0,2561,877
img_4977,984.0,1327,583
img_4978,960.7,1300,695
img_4979,1579.7,2359,934
img_4980,1189.9,2382,759
img_4981,1278.3,2054,975
img_4982,1057.5,1838,695
img_4983,1343.5,2650,742
img_4984,939.8,1335,607
img_4985,1334.5,2616,806
img_4986,996.7,1483,695
img_4987,1163.4,1791,716
img_4988,992.7,2286,669
img_4989,1164.1,1887,911
img_4990,1233.2,2304,759
img_4991,1323.1,2947,751
img_4992,1847.3,3901,775
img_4993,933.2,1357,743
img_4994,993.8,1823,686
img_4995,1732.2,4104,911
img_4996,1543.8,2532,823
img_4997,1132.1,1679,718
img_4998,1001.9,1887,783
img_4999,1168.8,1752,935
img_5000,1170.4,1870,751
img_5001,1511.7,3424,839
img_5002,934.0,1399,584
img_5003,1209.9,4041,559
img_5004,1762.0,4202,1068
img_5005,1683.8,4079,685
img_5006,1323.5,2553,868
img_5007,1378.9,3488,640
img_5008,1414.3,3487,791
img_5009,978.2,1351,731
img_5010,1626.4,6184,661
img_5011,1869.6,8647,759
img_5012,964.5,1470,696
img_5013,858.5,1015,679
img_5014,1094.6,2694,702
img_5015,926.3,1191,654
img_5016,1401.3,2216,879
img_5017,1094.3,2111,775
img_5018,1434.6,6103,702
img_5019,1166.0,1367,966
img_5020,979.2,1653,679
img_5021,1381.5,4149,620
img_5022,1131.8,2183,647
img_5023,1153.6,1878,951
img_5024,1285.0,3303,811
img_5025,1064.2,2448,663
img_5026,1445.1,3892,730
img_5027,1498.6,3504,956
img_5028,946.4,1186,725
img_5029,1222.1,2616,832
img_5030,967.6,1182,718
img_5031,1215.4,2288,679
img_5032,1065.2,1390,693
img_5033,1156.0,2526,853
img_5034,1109.4,1822,798
img_5035,1114.2,1696,823
img_5036,1737.4,9600,665
img_5037,1116.7,2630,726
img_5038,1315.3,4392,654
img_5039,966.7,1413,800
img_5040,1111.3,1686,830
img_5041,949.1,1295,702
img_5042,921.6,1350,710
img_5043,1413.3,5928,703
img_5044,1431.4,1951,1142
img_5045,2177.3,8841,711
img_5046,1090.3,1703,667
img_5047,1094.7,2303,756
img_5048,1327.2,2430,870
img_5049,1248.0,1781,998
img_5050,1998.1,5600,695
img_5051,1070.5,1526,830
img_5052,885.3,1375,565
img_5053,912.8,1387,654
img_5054,1365.9,3408,837
img_5055,1109.6,1638,686
img_5056,1142.0,1708,747
img_5057,999.2,1682,599
img_5058,1651.4,6803,702
img_5059,997.9,1190,687
img_5060,1322.4,2244,652
img_5061,877.5,1579,543
img_5062,1076.2,1299,611
img_5063,1081.8,2039,767
img_5064,956.1,1278,706
img_5065,1464.3,5133,695
img_5066,1763.8,5184,719
img_5067,1938.0,7104,958
img_5068,1329.1,2139,576
img_5069,1251.2,2191,671
img_5070,2502.0,6411,830
img_5071,1454.7,5860,566
img_5072,1168.3,2021,812
img_5073,1147.7,2255,622
img_5074,1120.8,1302,889
img_5075,1277.4,2614,707
img_5076,1151.4,2184,872
img_5077,901.4,1110,695
img_5078,988.3,1279,637
img_5079,1150.0,2087,614
img_5080,971.1,1431,678
img_5081,1362.7,3878,839
img_5082,1007.9,1367,592
img_5083,1087.2,1471,841
img_5084,1087.9,2150,829
img_5085,1633.7,3360,775
img_5086,1115.0,2414,526
img_5087,1245.7,2472,759
img_5088,1719.2,3448,1295
img_5089,1058.6,1396,693
img_5090,1233.6,1727,615
img_5091,985.0,1589,734
img_5092,1030.0,1639,566
img_5093,2201.3,8431,983
img_5094,1250.3,1904,827
img_5095,975.6,1413,696
img_5096,1471.8,4641,908
img_5097,1668.1,3190,1085
img_5098,1364.2,3860,837
img_5099,1007.9,1383,823
img_5100,973.5,1837,10
img_5101,1143.1,1525,919
img_5102,1487.5,2335,869
img_5103,1823.7,9935,663
img_5104,919.0,1372,638
img_5105,1942.5,7219,895
img_5106,1214.1,3247,709
img_5107,1132.4,3904,647
img_5108,1029.6,1411,725
img_5109,844.7,1072,636
img_5110,1334.9,2342,845
img_5111,1080.8,1407,742
img_5112,1363.7,2911,543
img_5113,1453.4,4912,634
img_5114,1136.9,2416,511
img_5115,920.4,1151,765
img_5116,1066.7,1388,766
img_5117,1442.0,4094,702
img_5118,996.9,1703,741
img_5119,1086.3,2138,798
img_5120,1255.1,1912,959
img_5121,960.8,1966,694
img_5122,950.2,1184,822
img_5123,1149.1,1729,751
img_5124,924.4,1196,655
img_5125,938.6,1574,735
img_5126,1951.3,3696,1287
img_5127,1128.3,2111,647
img_5128,1109.7,1923,751
img_5129,1424.7,4525,667
img_5130,801.0,1039,645
img_5131,868.5,974,734
img_5132,1048.8,1643,613
img_5133,1187.4,1623,759
img_5134,1179.3,1550,729
img_5135,1211.0,1988,807
img_5136,1076.9,2216,662
img_5137,1046.8,1871,637
img_5138,1002.0,1669,686
img_5139,952.0,1248,718
img_5140,1236.0,1647,951
img_5141,878.5,1095,645
img_5142,1102.2,1561,783
img_5143,1548.9,2606,885
img_5144,1099.5,1398,858
img_5145,1164.4,3206,651
img_5146,1267.6,1679,965
img_5147,1085.7,1254,734
img_5148,1297.6,1661,974
img_5149,1120.5,3232,719
img_5150,2028.3,11577,727
img_5151,1193.5,2229,756
img_5152,1062.8,1630,743
img_5153,1295.4,1556,974
img_5154,1174.5,2238,751
img_5155,1215.4,2213,807
img_5156,1190.1,1478,1007
img_5157,1164.5,1546,679
img_5158,1261.4,2118,855
img_5159,1231.4,1447,983
img_5160,1077.3,1459,735
img_5161,1007.8,1327,709
img_5162,1060.0,1726,869
img_5163,1359.8,3294,901
img_5164,1039.5,1278,783
img_5165,1049.1,1643,559
img_5166,1303.5,2536,695
img_5167,1719.8,3512,1053
img_5168,1751.3,3704,671
img_5169,1084.1,1455,853
img_5170,1246.3,4208,551
img_5171,1226.5,1446,1062
img_5172,1470.9,4066,663
img_5173,1054.9,1415,791
img_5174,1145.0,3705,676
img_5175,1252.3,1878,750
img_5176,1193.9,1939,751
img_5177,944.8,1200,644
img_5178,954.1,1231,751
img_5179,1151.6,2967,718
img_5180,925.0,1127,693
img_5181,1099.4,2036,806
img_5182,959.4,1558,735
img_5183,1145.9,2118,758
img_5184,991.2,1368,772
img_5185,986.9,1751,647
img_5186,882.1,1254,654
img_5187,1064.2,2567,670
img_5188,903.9,1110,789
img_5189,1049.3,1796,653
img_5190,1008.7,1845,678
img_5191,1825.5,6680,974
img_5192,1266.9,3414,607
img_5193,1042.5,1494,598
img_5194,1293.8,1975,869
img_5195,1928.0,7831,591
img_5196,937.1,1534,702
img_5197,1493.7,4888,732
img_5198,1577.3,5871,768
img_5199,1052.5,1407,902
img_5200,940.3,1333,708
img_5201,1008.3,1501,582
img_5202,827.5,1070,589
img_5203,1063.0,1488,666
img_5204,1039.9,1503,799
img_5205,1011.4,1424,638
img_5206,1799.9,6100,938
img_5207,1045.2,1951,743
img_5208,1033.0,1327,710
img_5209,1586.9,5022,862
img_5210,1106.6,2029,805
img_5211,985.3,1873,669
img_5212,1207.0,2400,564
img_5213,4614.1,37428,724
img_5214,1752.1,6014,607
img_5215,1631.7,4809,902
img_5216,862.4,1070,679
img_5217,1567.0,2678,1037
img_5218,1156.6,2635,703
img_5219,1412.0,2801,927
img_5220,1075.0,2700,581
img_5221,1175.2,3804,479
img_5222,1803.3,4119,1055
img_5223,1128.9,2085,687
img_5224,1419.1,3768,942
img_5225,1225.5,2971,731
img_5226,1065.7,2443,638
img_5227,1470.1,6424,647
img_5228,1827.2,5848,766
img_5229,1516.8,4055,823
img_5230,1416.5,3346,791
img_5231,933.0,1237,715
img_5232,2053.1,10111,759
img_5233,1502.4,2877,1087
img_5234,1124.6,1607,690
img_5235,1220.3,3013,702
img_5236,1252.6,2286,755
img_5237,1621.9,3313,855
img_5238,1003.7,1463,719
img_5239,3284.8,19558,950
img_5240,1612.6,4714,775
img_5241,1090.7,3222,648
img_5242,1087.2,1785,807
img_5243,1917.3,10947,741
img_5244,1226.2,2214,791
img_5245,5108.4,42398,663
img_5246,893.9,1023,703
img_5247,1233.1,1663,847
img_5248,875.8,1466,639
img_5249,1042.4,1416,720
img_5250,1034.9,1462,599
img_5251,842.3,1356,638
img_5252,1363.9,2236,925
img_5253,1033.5,1572,628
img_5254,1029.7,1510,674
img_5255,985.1,1574,664
img_5256,1158.9,2657,727
img_5257,876.5,1440,535
img_5258,1227.2,1607,926
img_5259,1128.6,1407,818
img_5260,1313.6,4308,567
img_5261,1195.9,2549,759
img_5262,2280.6,6649,895
img_5263,1346.0,2270,831
img_5264,979.0,1695,685
img_5265,1353.5,2440,536
img_5266,955.7,1653,526
img_5267,1149.4,1566,719
img_5268,1844.4,9334,686
img_5269,1108.6,1662,752
img_5270,902.9,1279,635
img_5271,1339.7,2117,1006
img_5272,1910.2,7187,878
img_5273,1242.7,2533,679
img_5274,2347.1,11807,1095
img_5275,1220.0,1455,1030
img_5276,1026.0,1309,766
img_5277,1024.1,2343,582
img_5278,1482.2,3411,735
img_5279,1098.0,2991,727
img_5280,1365.6,4096,765
img_5281,1352.6,2662,598
img_5282,1035.9,2175,654
img_5283,1243.4,4183,647
img_5284,991.8,1335,549
img_5285,1191.0,1479,878
img_5286,1224.6,2198,822
img_5287,1281.5,2654,854
img_5288,1109.0,2294,695
img_5289,866.9,1100,566
img_5290,1894.1,3553,1223
img_5291,1155.6,1831,566
img_5292,913.4,1258,666
img_5293,1036.3,1184,702
img_5294,905.2,1133,687
img_5295,1350.3,1815,983
img_5296,1446.1,2773,762
img_5297,945.2,1349,734
img_5298,956.3,1646,662
img_5299,1799.5,5800,738
img_5300,1234.8,2105,799
img_5301,1162.0,2164,774
img_5302,1274.9,2111,919
img_5303,1183.0,1783,758
img_5304,1285.5,3565,639
img_5305,1689.0,5409,686
img_5306,2008.6,5808,543
img_5307,1156.3,1732,718
img_5308,1262.3,3039,502
img_5309,1253.9,2430,895
img_5310,1359.5,1638,1000
img_5311,1456.3,4429,631
img_5312,1063.5,1989,666
img_5313,1013.3,1415,720
img_5314,1163.4,1534,722
img_5315,1032.4,2384,767
img_5316,1107.3,1714,653
img_5317,1417.4,2112,929
img_5318,1380.7,2583,810
img_5319,998.7,1343,647
img_5320,1065.2,2791,679
img_5321,1230.0,2559,629
img_5322,1152.7,2207,759
img_5323,1185.0,2612,814
img_5324,1115.0,1967,680
img_5325,1072.5,1660,652
img_5326,1087.4,1438,837
img_5327,1063.9,1438,813
img_5328,1112.2,2113,739
img_5329,1194.8,1678,864
img_5330,1185.5,1731,886
img_5331,1087.9,2117,679
img_5332,1029.6,1661,693
img_5333,871.9,1160,666
img_5334,886.6,1142,693
img_5335,1475.2,2376,822
img_5336,1181.3,2567,758
img_5337,1160.5,1773,847
img_5338,1077.6,1451,757
img_5339,956.2,1407,685
img_5340,1522.4,1807,1046
img_5341,1158.8,2392,709
img_5342,1382.1,2581,1029
img_5343,1317.7,2447,855
img_5344,1053.0,3099,599
img_5345,1143.9,1597,861
img_5346,1228.3,2840,647
img_5347,1261.4,2254,855
img_5348,1422.0,3886,750
img_5349,1267.5,1789,878
img_5350,1072.3,1430,792
img_5351,1078.3,2906,669
img_5352,1153.5,1463,859
img_5353,1156.8,2266,604
img_5354,856.4,1182,602
img_5355,1171.4,1982,855
img_5356,1187.5,1580,790
img_5357,1424.3,3214,671
img_5358,1219.9,2072,780
img_5359,1176.1,2733,670
img_5360,1426.6,2616,735
img_5361,1168.3,1639,559
img_5362,1170.7,1670,790
img_5363,1017.7,2557,588
img_5364,1066.9,2030,788
img_5365,1270.4,1589,983
img_5366,928.8,1372,710
img_5367,1087.5,2539,614
img_5368,1179.4,2837,758
img_5369,2361.5,10493,558
img_5370,1513.2,4713,583
img_5371,1162.9,3623,759
img_5372,1124.0,1605,765
img_5373,1081.2,1850,718
img_5374,958.2,1614,639
img_5375,1078.5,2071,742
img_5376,1214.5,3240,724
img_5377,1137.7,2110,798
img_5378,981.7,1390,695
img_5379,1392.7,3329,919
img_5380,2449.6,15840,693
img_5381,1659.1,7663,527
img_5382,1567.3,5429,590
img_5383,1359.5,2935,839
img_5384,1199.1,2461,751
img_5385,983.9,1430,638
img_5386,901.0,1062,686
img_5387,967.9,1771,639
img_5388,997.4,1377,662
img_5389,975.7,1413,702
img_5390,1022.7,1606,783
img_5391,949.8,1362,652
img_5392,1674.2,4760,719
img_5393,1630.2,3146,659
img_5394,1864.1,8458,742
img_5395,1189.7,3071,788
img_5396,929.8,1334,629
img_5397,1175.2,1815,588
img_5398,1330.4,2302,847
img_5399,1151.0,1734,778
img_5400,1051.0,1343,759
img_5401,1759.7,9753,566
img_5402,1464.9,2311,1016
img_5403,1322.1,4736,619
img_5404,1224.0,1879,814
img_5405,957.0,1119,801
img_5406,1047.6,1503,773
img_5407,978.9,2152,711
img_5408,1041.6,1702,719
img_5409,1588.9,5184,815
img_5410,1263.7,2808,751
img_5411,997.8,1510,719
img_5412,1260.1,2798,705
img_5413,1340.4,1967,1022
img_5414,1163.6,1471,918
img_5415,977.7,1206,525
img_5416,1349.6,1726,911
img_5417,862.1,1271,526
img_5418,1120.8,1551,783
img_5419,1052.6,1295,822
img_5420,1604.7,3399,950
img_5421,1214.8,2194,662
img_5422,920.4,1180,679
img_5423,1056.7,1893,640
img_5424,1446.9,4007,655
img_5425,933.3,1557,670
img_5426,1096.9,1688,778
img_5427,980.3,1805,757
img_5428,1446.2,3136,770
img_5429,1073.0,2872,664
img_5430,932.5,1303,663
img_5431,1384.8,2559,942
img_5432,1220.9,2412,703
img_5433,1233.1,2922,799
img_5434,1024.8,2425,719
img_5435,969.2,1200,645
img_5436,1147.6,3405,638
img_5437,999.7,1343,713
img_5438,1377.2,1967,862
img_5439,951.7,2134,596
img_5440,1079.0,1765,598
img_5441,1075.9,1810,567
img_5442,912.1,1154,681
img_5443,1874.2,5208,1046
img_5444,1094.4,1533,768
img_5445,1244.3,2151,847
img_5446,1431.4,3408,971
img_5447,980.2,1718,589
img_5448,1245.3,3239,838
img_5449,1169.3,1965,806
img_5450,1000.0,1455,743
img_5451,1330.2,4198,695
img_5452,1347.3,3694,714
img_5453,1194.6,2407,622
img_5454,906.2,1342,616
img_5455,1679.3,5255,773
img_5456,1286.8,2830,949
img_5457,1159.8,1703,757
img_5458,983.8,1399,647
img_5459,1259.0,2590,742
img_5460,998.7,1270,670
img_5461,1062.1,1855,639
img_5462,916.8,1342,685
img_5463,961.7,1367,723
img_5464,1226.1,1708,884
img_5465,1713.1,5855,735
img_5466,1042.9,1582,622
img_5467,888.7,1313,720
img_5468,1055.3,2460,660
img_5469,2332.2,8655,790
img_5470,1138.2,2349,793
img_5471,1015.1,1255,688
img_5472,1110.3,1338,918
img_5473,1874.9,7432,744
img_5474,1102.6,1885,718
img_5475,926.4,1375,647
img_5476,1542.3,3248,806
img_5477,1287.0,1991,1014
img_5478,986.2,1207,846
img_5479,1544.4,3168,832
img_5480,1195.3,3423,780
img_5481,1097.9,1535,847
img_5482,1064.0,1245,887
img_5483,976.5,1213,707
img_5484,903.8,1252,687
img_5485,1030.2,2092,711
img_5486,1481.9,2908,1093
img_5487,1383.7,3357,702
img_5488,1160.9,2521,751
img_5489,1195.4,1758,842
img_5490,1253.3,3873,675
img_5491,993.5,1582,582
img_5492,1302.5,1855,991
img_5493,998.9,1661,689
img_5494,1267.7,3389,686
img_5495,1181.7,1652,937
img_5496,1027.1,2190,654
img_5497,1018.6,1310,583
img_5498,1350.0,2789,901
img_5499,1117.0,1727,679
img_5500,1172.2,1827,789
img_5501,2135.4,8888,996
img_5502,1877.1,2736,1214
img_5503,1647.2,2583,1103
img_5504,979.2,1660,631
img_5505,1140.0,1439,901
img_5506,1604.9,2351,815
img_5507,1517.3,2511,796
img_5508,1383.6,1974,951
img_5509,1191.5,1637,764
img_5510,992.7,1583,750
img_5511,868.9,1462,629
img_5512,1734.4,7271,678
img_5513,1003.9,1183,782
img_5514,1487.7,2959,976
img_5515,1302.0,2312,726
img_5516,1107.6,1798,771
img_5517,1365.0,2952,1009
img_5518,1397.0,4167,743
img_5519,1819.7,3709,1096
img_5520,1205.6,1766,919
img_5521,1043.8,1310,894
img_5522,1988.7,9258,900
img_5523,1059.7,1646,743
img_5524,1020.7,1287,813
img_5525,955.8,1356,724
img_5526,1290.7,2811,582
img_5527,1361.2,3344,743
img_5528,965.0,1408,534
img_5529,1351.0,2942,910
img_5530,988.1,1647,738
img_5531,1054.3,1711,637
img_5532,1004.2,1639,798
img_5533,1187.9,2505,774
img_5534,1090.7,2407,647
img_5535,1649.0,4528,639
img_5536,2169.1,9251,767
img_5537,1312.3,1926,1047
img_5538,1195.4,1791,764
img_5539,1111.1,1639,766
img_5540,1589.9,4568,839
img_5541,1149.4,3072,677
img_5542,1251.5,3590,701
img_5543,1049.2,1840,724
img_5544,1613.5,3784,967
img_5545,1489.1,6135,717
img_5546,1102.8,2194,670
img_5547,1585.0,2879,1159
img_5548,904.4,1404,663
img_5549,885.0,1247,686
img_5550,836.3,1052,623
img_5551,1201.9,1684,774
img_5552,1804.4,7215,741
img_5553,1055.0,1982,630
img_5554,1209.8,2188,871
img_5555,1195.1,1869,663
img_5556,1103.7,1627,663
img_5557,1966.8,9328,726
img_5558,1352.1,2030,935
img_5559,1211.5,1629,877
img_5560,1230.0,2006,615
img_5561,2095.9,7533,959
img_5562,1066.0,1743,782
img_5563,1147.3,1685,874
img_5564,1245.0,4697,519
img_5565,2362.6,13095,774
img_5566,1546.5,2608,1102
img_5567,1247.0,2543,775
img_5568,1224.8,2602,670
img_5569,1290.9,3068,811
img_5570,1177.0,1983,692
img_5571,1249.3,1871,955
img_5572,1166.0,1936,821
img_5573,1216.0,2205,736
img_5574,1333.9,2183,815
img_5575,1604.7,6879,743
img_5576,1314.7,2533,703
img_5577,913.7,1295,662
img_5578,1337.1,3334,803
img_5579,954.0,1217,629
img_5580,1014.1,1340,736
img_5581,971.4,1327,726
img_5582,1148.5,1498,966
img_5583,1158.1,2059,795
img_5584,1098.7,1479,823
img_5585,1179.5,1599,821
img_5586,982.2,1637,735
img_5587,1166.8,1694,559
img_5588,1207.1,1736,990
img_5589,945.0,1801,615
img_5590,1284.4,3055,670
img_5591,959.0,1328,694
img_5592,1474.1,3704,999
img_5593,1026.5,2638,670
img_5594,1159.7,1471,925
img_5595,1090.7,1507,749
img_5596,1869.5,3650,918
img_5597,1505.1,2603,1040
img_5598,1026.0,1738,558
img_5599,2185.1,12224,838
img_5600,1112.0,1711,714
img_5601,1474.1,3279,602
img_5602,1201.2,4164,645
img_5603,1323.1,2447,942
img_5604,1038.6,1332,677
img_5605,1211.1,1519,1056
